datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2019-09-21 13:56:00,YYYY,MM,DD,HH,Sat,25100,신사우동,2,,,,,1,,,,,,,,,,,,1,,,,,1,,
2019-09-21 14:15:00,YYYY,MM,DD,HH,Sat,19300,후평 3동,1,,,,,1,,,,,,,,1,,,,1,,,,,,,
2019-09-22 11:09:00,YYYY,MM,DD,HH,Sun,14100,동면,1,,,1,,,,,,,1,,,,,,,,,,,,,,
2019-09-22 11:18:00,YYYY,MM,DD,HH,Sun,30900,동내면,2,3,,,1,,,,,,1,,,,1,,,,,,,,,,
2019-09-22 11:33:00,YYYY,MM,DD,HH,Sun,14500,후평 2동,,,,1,,,,2,,,,,,,,,,,,,,,,,
2019-09-22 11:46:00,YYYY,MM,DD,HH,Sun,18600,동면,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-09-22 12:01:00,YYYY,MM,DD,HH,Sun,14100,효자 1동,2,,,,,,,,,,,,,,1,,,,,,,,,,
2019-09-22 12:05:00,YYYY,MM,DD,HH,Sun,17000,동면,,,,2,,,1,1,,,,,,,,,,,,,,,,,
2019-09-22 12:06:00,YYYY,MM,DD,HH,Sun,22300,효자 1동,1,1,,2,,,,,,,,,,,2,,,,,,,,,,
2019-09-22 12:07:00,YYYY,MM,DD,HH,Sun,34100,강남동,2,1,,2,,,2,,,,,,,,2,,,,,,,,,,
2019-09-22 12:08:00,YYYY,MM,DD,HH,Sun,17800,효자 1동,1,,,1,,1,1,,,,,,,,,,,,,,,,,,
2019-09-22 12:19:00,YYYY,MM,DD,HH,Sun,24300,후평 1동,1,,,1,,,4,,,,,,,,,,,,,,,,,,
2019-09-22 12:33:00,YYYY,MM,DD,HH,Sun,15300,조운동,1,1,,,,,,,,,,,,,2,,,,,,,,,,
2019-09-22 12:51:00,YYYY,MM,DD,HH,Sun,14800,후평 2동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-09-22 12:54:00,YYYY,MM,DD,HH,Sun,21300,효자 3동,1,,,3,,,,,,,,,,,,,,1,,,,,,,
2019-09-22 12:56:00,YYYY,MM,DD,HH,Sun,15100,퇴계동,2,,,1,,,,,,,,,,,,,,,,,,,,,
2019-09-22 13:01:00,YYYY,MM,DD,HH,Sun,20000,동면,,,,,2,,,,,,,1,,1,,,,,,,,,,,
2019-09-23 11:25:00,YYYY,MM,DD,HH,Mon,16300,효자 2동,1,,,1,,,1,,,,,,,,1,,,,,,,,,,
2019-09-23 12:08:00,YYYY,MM,DD,HH,Mon,15800,효자 2동,1,,,,1,,,,,,,,,,,,,,1,,,,,,
2019-09-23 12:43:00,YYYY,MM,DD,HH,Mon,15000,후평 3동,,,,,1,,,,,,,,,,,,,1,1,,,,,,
2019-09-23 13:22:00,YYYY,MM,DD,HH,Mon,18300,동면,1,,,,,,2,,,,,,,,,,,,1,,,,,,
2019-09-23 13:41:00,YYYY,MM,DD,HH,Mon,24600,후평 3동,2,,,,1,1,,,,,,,,1,,,,,,,,,,,
2019-09-23 14:02:00,YYYY,MM,DD,HH,Mon,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-23 15:25:00,YYYY,MM,DD,HH,Mon,24900,효자 3동,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
2019-09-23 15:54:00,YYYY,MM,DD,HH,Mon,20500,강남동,,,,4,1,,,,,,,,,,,,,,,,,,,,
2019-09-23 16:13:00,YYYY,MM,DD,HH,Mon,22300,효자 3동,1,1,,,,1,1,,,,,,,1,,,,,,,,,,,
2019-09-25 11:05:00,YYYY,MM,DD,HH,Wed,14800,동면,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-09-25 12:21:00,YYYY,MM,DD,HH,Wed,21500,동면,,,,2,,,1,,,,,,,,,,,,,,,2,,,
2019-09-25 13:12:00,YYYY,MM,DD,HH,Wed,49700,소양동,9,,,,,,,,,,,,,1,,,,,,,,,,,
2019-09-25 15:18:00,YYYY,MM,DD,HH,Wed,26300,소양동,,1,,,1,,1,2,,,1,,,,,,,,,,,,,,
2019-09-25 15:39:00,YYYY,MM,DD,HH,Wed,17800,후평 2동,1,1,,,,1,1,,,,,,,,,,,,,,,,,,
2019-09-25 16:10:00,YYYY,MM,DD,HH,Wed,17300,약사명동,1,,,,,,,,,,,,,,1,,,2,,,,,,,
2019-09-26 11:48:00,YYYY,MM,DD,HH,Thur,14500,후평 1동,,,,1,,,,,,,,,,,2,,,1,,,,,,,
2019-09-26 14:23:00,YYYY,MM,DD,HH,Thur,24800,후평 2동,1,,,,,,,,,,,,,2,,,,,,,,1,1,,
2019-09-26 14:45:00,YYYY,MM,DD,HH,Thur,14800,동면,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-09-27 12:30:00,YYYY,MM,DD,HH,Fri,21300,신사우동,1,,,,,,,,,,,,,,2,,,1,1,,,,,,
2019-09-27 13:07:00,YYYY,MM,DD,HH,Fri,15800,후평 1동,1,,,,,,,,,,,,,1,,,,,,,,1,,,
2019-09-27 13:13:00,YYYY,MM,DD,HH,Fri,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 14:35:00,YYYY,MM,DD,HH,Fri,19600,소양동,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2019-09-27 14:42:00,YYYY,MM,DD,HH,Fri,16400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-27 15:42:00,YYYY,MM,DD,HH,Fri,14800,조운동,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-09-27 16:12:00,YYYY,MM,DD,HH,Fri,36100,후평 2동,2,,,3,,,2,,,,,,,,1,,,,,1,,,,,
2019-09-28 11:11:00,YYYY,MM,DD,HH,Sat,28700,소양동,4,1,,,,,,,,,,,,,,,,1,,,,,,,
2019-09-28 11:27:00,YYYY,MM,DD,HH,Sat,14300,교동,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-09-28 12:23:00,YYYY,MM,DD,HH,Sat,18000,동면,,1,,,1,,1,,,,,1,,,,,,,,,,,,,
2019-09-28 12:27:00,YYYY,MM,DD,HH,Sat,21800,약사명동,1,1,,1,,,1,,,,,,,,,,,,,,,1,,,
2019-09-28 12:37:00,YYYY,MM,DD,HH,Sat,21800,후평 3동,1,,,1,,,1,,,,,,,,,,,1,,,,,,,
2019-09-28 12:41:00,YYYY,MM,DD,HH,Sat,22100,퇴계동,2,1,,1,,,1,,,,,,,,,,,,,,,,,,
2019-09-28 12:52:00,YYYY,MM,DD,HH,Sat,41400,신사우동,3,,,2,2,2,,,,,,,,,,,,,,,,,,,
2019-09-28 13:36:00,YYYY,MM,DD,HH,Sat,14800,석사동,1,,,,,,1,,,,,,,,,,,,1,,,,,,
2019-09-28 13:52:00,YYYY,MM,DD,HH,Sat,27100,후평 2동,1,,,1,1,,,,,,1,,,,,,,1,,1,,,,,
2019-09-28 14:07:00,YYYY,MM,DD,HH,Sat,25800,후평 2동,1,2,2,,,,,,,,,,,1,,,,,,,,1,,,
2019-09-28 15:11:00,YYYY,MM,DD,HH,Sat,20100,신사우동,2,,,,,,,,,,,,,,3,,,,,,,,,,
2019-09-28 16:01:00,YYYY,MM,DD,HH,Sat,15300,후평 1동,1,,,,,,,,,,,1,,,,,,1,,,,,,,
2019-09-28 16:12:00,YYYY,MM,DD,HH,Sat,15800,후평 3동,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2019-09-29 11:03:00,YYYY,MM,DD,HH,Sun,24400,동면,2,,,,,,,1,,,1,,,,,,,,,1,,,,,
2019-09-29 11:06:00,YYYY,MM,DD,HH,Sun,18800,퇴계동,1,,,1,,,1,,,,,,,,2,,,,,,,,,,
2019-09-29 11:17:00,YYYY,MM,DD,HH,Sun,14800,후평 3동,1,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-09-29 11:30:00,YYYY,MM,DD,HH,Sun,17000,후평 2동,,,,1,,2,1,,,,,,,,,,,,,,,,,,
2019-09-29 11:39:00,YYYY,MM,DD,HH,Sun,23100,후평 2동,2,,,,1,,,,,,,,,,1,,,,1,,,,,,
2019-09-29 11:49:00,YYYY,MM,DD,HH,Sun,17300,후평 1동,1,,,1,1,,,,,,,,,,1,,,,,,,,,,
2019-09-29 12:00:00,YYYY,MM,DD,HH,Sun,14800,동면,1,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-09-29 12:13:00,YYYY,MM,DD,HH,Sun,23800,조운동,1,,,,,,1,,,,,1,,,,,,,,1,,1,,,
2019-09-29 13:50:00,YYYY,MM,DD,HH,Sun,15300,신사우동,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-09-29 13:59:00,YYYY,MM,DD,HH,Sun,15300,후평 1동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-09-29 14:02:00,YYYY,MM,DD,HH,Sun,29900,효자 2동,3,,,,,,,,,,,,,2,,,,,,,,1,,,
2019-09-29 15:05:00,YYYY,MM,DD,HH,Sun,19600,효자 2동,1,,,,1,,,,,,1,,,1,,,,,,,,,,,
2019-09-29 15:22:00,YYYY,MM,DD,HH,Sun,27800,강남동,1,,,3,,,3,,,,,,,,,,,,,,,,,,
2019-09-29 15:31:00,YYYY,MM,DD,HH,Sun,14800,후평 3동,1,,,,,1,,,,,,,,,,,1,,,,,,,,
2019-09-30 12:35:00,YYYY,MM,DD,HH,Mon,18600,동면,2,,,,1,,,,,,,,,,1,,,,,,,,,,
2019-09-30 12:47:00,YYYY,MM,DD,HH,Mon,17300,강남동,1,1,,,,,,,,,,,,1,1,,,,,,,,,,
2019-09-30 13:03:00,YYYY,MM,DD,HH,Mon,18600,후평 3동,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-09-30 13:43:00,YYYY,MM,DD,HH,Mon,27600,퇴계동,2,,,2,1,,,,,,,,,1,,,,,,,,,,,
2019-09-30 15:17:00,YYYY,MM,DD,HH,Mon,15500,신사우동,,,,,,1,,,,,,,,,,,,1,,,,1,,,
2019-09-30 16:04:00,YYYY,MM,DD,HH,Mon,16000,효자 1동,,3,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-02 11:58:00,YYYY,MM,DD,HH,Wed,19300,석사동,1,,,,,1,,,,,,1,,,,,,1,,,,,,,
2019-10-02 12:35:00,YYYY,MM,DD,HH,Wed,15500,후평 3동,,,,,1,,,,,,,,,,,,,,1,,,1,,,
2019-10-02 14:16:00,YYYY,MM,DD,HH,Wed,17000,후평 3동,,1,,2,,,,,,,,,,,,,,,,,,1,,,
2019-10-02 14:18:00,YYYY,MM,DD,HH,Wed,16000,후평 2동,,1,,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-02 15:57:00,YYYY,MM,DD,HH,Wed,24500,동면,,2,1,,,,,,,,,,,2,2,,,,,,,,,,
2019-10-02 16:12:00,YYYY,MM,DD,HH,Wed,15000,동면,,1,,1,,,1,,,,,,,,1,,,,,,,,,,
2019-10-03 11:07:00,YYYY,MM,DD,HH,Thur,17800,소양동,1,,,,,,,1,,,,,,,1,,,1,,,,,,,
2019-10-03 11:20:00,YYYY,MM,DD,HH,Thur,14300,후평 2동,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-10-03 11:53:00,YYYY,MM,DD,HH,Thur,18300,후평 1동,1,1,1,,,1,,,,,,,,,1,,,,,,,,,,
2019-10-03 12:05:00,YYYY,MM,DD,HH,Thur,16100,후평 2동,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-03 12:12:00,YYYY,MM,DD,HH,Thur,22300,후평 1동,1,1,,,,1,1,,,,,,,,,,,,,,,1,,,
2019-10-03 12:17:00,YYYY,MM,DD,HH,Thur,28300,후평 2동,1,2,2,,,,,,,,,,,1,,,,,,,,1,,,
2019-10-03 12:28:00,YYYY,MM,DD,HH,Thur,15800,조운동,1,,,,,,,,,,,1,,,,,,,,,,1,,,
2019-10-03 12:54:00,YYYY,MM,DD,HH,Thur,14300,동내면,1,,,,1,,,,,,,,,,2,,,,,,,,,,
2019-10-03 13:17:00,YYYY,MM,DD,HH,Thur,24000,후평 1동,,1,,,2,,,,,,,,,,2,,,,,,,1,,,
2019-10-03 13:42:00,YYYY,MM,DD,HH,Thur,18800,교동,1,1,,,,,,,,,,,,,,,,1,,1,,,,,
2019-10-03 14:20:00,YYYY,MM,DD,HH,Thur,19600,후평 1동,2,,,,1,,1,,,,,,,,,,,,,,,,,,
2019-10-03 14:25:00,YYYY,MM,DD,HH,Thur,22800,소양동,1,,,2,,,,,,,,1,,,,,,,,,,1,,,
2019-10-03 14:34:00,YYYY,MM,DD,HH,Thur,14800,퇴계동,1,,,,,,1,,,,,,,,,,,,,,1,,,,
2019-10-03 14:44:00,YYYY,MM,DD,HH,Thur,19300,효자 3동,,,,,1,,,1,,,1,,,1,,,,,,,,,,,
2019-10-03 14:50:00,YYYY,MM,DD,HH,Thur,21800,후평 2동,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-03 14:50:00,YYYY,MM,DD,HH,Thur,15400,후평 2동,2,,,,,,,,,,1,,,,,,,,,,,,,,
2019-10-03 15:53:00,YYYY,MM,DD,HH,Thur,16000,신사우동,,,,,,,,,,,,1,,,,,,1,1,,,,,,
2019-10-04 12:29:00,YYYY,MM,DD,HH,Fri,15100,후평 3동,2,,,,,,1,,,,,,,,,,,,,,,,,,
2019-10-04 14:26:00,YYYY,MM,DD,HH,Fri,32900,교동,3,,,,,,,,,,,2,,,3,,,,,,,,,,
2019-10-05 12:39:00,YYYY,MM,DD,HH,Sat,31800,퇴계동,1,,,1,2,,1,1,,,,,,1,,,,,,,,,,,
2019-10-05 13:34:00,YYYY,MM,DD,HH,Sat,15300,동면,1,,,,1,,,,,,,,,,,,1,,,,,,,,
2019-10-05 14:19:00,YYYY,MM,DD,HH,Sat,15800,효자 1동,1,,,,,1,,,,,,,,,2,,,,,,,,,,
2019-10-05 15:00:00,YYYY,MM,DD,HH,Sat,15500,후평 1동,,,,,,,,1,,,,,,1,,,,,1,,,,,,
2019-10-05 11:03:00,YYYY,MM,DD,HH,Sat,20900,소양동,3,,,,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 11:08:00,YYYY,MM,DD,HH,Sun,15800,석사동,,,,1,,,,,,,1,,,,1,,,1,,,,,,,
2019-10-06 11:25:00,YYYY,MM,DD,HH,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 11:58:00,YYYY,MM,DD,HH,Sun,18300,효자 3동,1,1,,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-06 12:05:00,YYYY,MM,DD,HH,Sun,15300,효자 3동,1,,,,,1,,,,,,,,,,,,,1,,,,,,
2019-10-06 12:31:00,YYYY,MM,DD,HH,Sun,16300,소양동,1,1,,,,,1,,,,,,,,1,,,,,,,,,,
2019-10-06 12:51:00,YYYY,MM,DD,HH,Sun,25300,후평 3동,1,,,1,,,2,,,,,,,,,,,2,,,,,,,
2019-10-06 13:51:00,YYYY,MM,DD,HH,Sun,19300,소양동,1,1,,,1,,,,,,,,,,,,,,,,1,,,,
2019-10-07 11:12:00,YYYY,MM,DD,HH,Mon,19800,퇴계동,1,,,,,,,,,,,,,1,,,,1,,1,,,,,
2019-10-07 12:00:00,YYYY,MM,DD,HH,Mon,16100,효자 3동,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-07 12:24:00,YYYY,MM,DD,HH,Mon,17300,후평 2동,1,1,,,,,,,,,,1,,,1,,,,,,,,,,
2019-10-07 13:31:00,YYYY,MM,DD,HH,Mon,15100,소양동,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-10-07 15:41:00,YYYY,MM,DD,HH,Mon,15600,후평 1동,2,,,,,1,,,,,,,,,,,,,,,,,,,
2019-10-07 16:12:00,YYYY,MM,DD,HH,Mon,17300,신사우동,1,1,1,,,,,,,,,,,,,,,,,,,1,,,
2019-10-07 16:49:00,YYYY,MM,DD,HH,Mon,16100,효자 2동,2,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-09 11:09:00,YYYY,MM,DD,HH,Wed,14300,강남동,1,,,1,,,,,,,,,,,,,,1,,,,,,,
2019-10-09 11:18:00,YYYY,MM,DD,HH,Wed,16100,퇴계동,1,,,,1,,,,,,,,,,,,,,,,,,,,
2019-10-09 11:21:00,YYYY,MM,DD,HH,Wed,14800,후평 2동,1,,,,,2,,,,,,,,,,,,,,,,,,,
2019-10-10 12:02:00,YYYY,MM,DD,HH,Thur,15100,퇴계동,2,,,1,,,,,,,,,,,,,,,,,,,,,
2019-10-10 12:08:00,YYYY,MM,DD,HH,Thur,18300,동면,1,1,,,,,1,,,,,,,,,,,,1,,,,,,
2019-10-10 12:49:00,YYYY,MM,DD,HH,Thur,18600,후평 1동,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-10 13:05:00,YYYY,MM,DD,HH,Thur,68100,신사우동,7,,,,7,,,,,,,,,,,,,,,,,,,,
2019-10-10 14:32:00,YYYY,MM,DD,HH,Thur,16400,효자 2동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-11 11:18:00,YYYY,MM,DD,HH,Fri,14800,강남동,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2019-10-11 11:24:00,YYYY,MM,DD,HH,Fri,17300,동면,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
2019-10-11 11:34:00,YYYY,MM,DD,HH,Fri,14800,후평 3동,1,1,,,,,,1,,,,,,,,,,,,,,,,,
2019-10-11 12:38:00,YYYY,MM,DD,HH,Fri,15100,효자 2동,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2019-10-11 14:09:00,YYYY,MM,DD,HH,Fri,20800,후평 3동,1,1,1,,,,,1,,,,,,1,,,,,,,,,,,
2019-10-11 14:29:00,YYYY,MM,DD,HH,Fri,15500,후평 1동,,,,,,,,,,,,,,1,2,,,1,,,,,,,
2019-10-11 15:00:00,YYYY,MM,DD,HH,Fri,14800,약사명동,,,,,,,,,,,1,1,,1,,,,,,,,,,,
2019-10-12 11:07:00,YYYY,MM,DD,HH,Sat,20500,조운동,,,,1,,,1,,,,,,,,1,,,,1,,,,1,,
2019-10-12 11:40:00,YYYY,MM,DD,HH,Sat,15100,효자 3동,2,1,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12 12:00:00,YYYY,MM,DD,HH,Sat,17300,후평 1동,1,,,1,,,2,,,,,,,,,,,,,,,,,,
2019-10-12 12:38:00,YYYY,MM,DD,HH,Sat,15800,신사우동,1,,,,,2,,,,,,,,,,,,,,,,,,,
2019-10-12 13:02:00,YYYY,MM,DD,HH,Sat,19300,조운동,1,,,,,,,,,,,,,,,,,2,1,,,,,,
2019-10-12 13:11:00,YYYY,MM,DD,HH,Sat,23800,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,2,,,
2019-10-12 13:23:00,YYYY,MM,DD,HH,Sat,15300,교동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2019-10-12 15:22:00,YYYY,MM,DD,HH,Sat,26000,후평 2동,5,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13 11:08:00,YYYY,MM,DD,HH,Sun,14500,강남동,,,,,1,,,,,,,,,,,,,2,,,,,,,
2019-10-13 11:10:00,YYYY,MM,DD,HH,Sun,14500,후평 1동,,1,,,,,,1,,,,,,,,,,,1,,,,,,
2019-10-13 11:18:00,YYYY,MM,DD,HH,Sun,22800,후평 2동,1,,,,,2,,,,,,,,,,,,2,,,,,,,
2019-10-13 11:20:00,YYYY,MM,DD,HH,Sun,25800,석사동,,,,2,,,,2,,,1,,,,,,,1,,,,,,,
2019-10-13 11:30:00,YYYY,MM,DD,HH,Sun,15000,후평 2동,,1,1,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-13 12:55:00,YYYY,MM,DD,HH,Sun,18500,후평 1동,,1,,,,1,,,,,,,,,2,,,1,,,,,,,
2019-10-13 13:01:00,YYYY,MM,DD,HH,Sun,14800,동면,1,,,1,,,,,,,,,,,,,,,,,,1,,,
2019-10-13 13:07:00,YYYY,MM,DD,HH,Sun,17300,후평 2동,,1,,1,,,,,,,1,,,1,,,,,,,,,,,
2019-10-13 13:15:00,YYYY,MM,DD,HH,Sun,41100,효자 1동,2,2,,,2,,,,,,,1,,2,,,,,,,,,,,
2019-10-13 13:48:00,YYYY,MM,DD,HH,Sun,21500,석사동,,,,,,,1,,,,,1,,,1,,,,,2,,,,,
2019-10-13 14:32:00,YYYY,MM,DD,HH,Sun,15600,후평 3동,1,,,,,,,,,,1,,,,2,,,,,,,,,,
2019-10-13 14:42:00,YYYY,MM,DD,HH,Sun,22800,동내면,1,1,1,,,,,,,,,,,1,,,,1,,,1,,,,
2019-10-13 14:48:00,YYYY,MM,DD,HH,Sun,21300,후평 2동,1,2,2,,,,,,,,,,,,,,,,,,,1,,,
2019-10-13 14:54:00,YYYY,MM,DD,HH,Sun,27600,후평 3동,1,,,,,,,,,,1,,,1,,,,2,,,,,1,,
2019-10-14 11:08:00,YYYY,MM,DD,HH,Mon,26000,소양동,,,,2,,,1,,,,,,,1,,,,,1,,,1,,,
2019-10-14 11:26:00,YYYY,MM,DD,HH,Mon,26900,동면,3,,,,,,3,,,,,,,,,,,,,,,,,,
2019-10-14 11:40:00,YYYY,MM,DD,HH,Mon,14800,후평 3동,1,,,1,,,,,,,,,,1,,,,,,,,,,,
2019-10-14 12:09:00,YYYY,MM,DD,HH,Mon,14800,후평 2동,1,,,1,,,,,,,,,,,,,,,,1,,,,,
2019-10-14 12:21:00,YYYY,MM,DD,HH,Mon,17300,후평 3동,1,,,,1,,1,,,,,,,,1,,,,,,,,,,
2019-10-14 13:22:00,YYYY,MM,DD,HH,Mon,14500,후평 3동,,1,,,1,,,,,,,1,,,,,,,,,,,,,
2019-10-14 13:47:00,YYYY,MM,DD,HH,Mon,18300,후평 1동,1,,,1,,,1,,,,,,,,,,,,,1,,,,,
2019-10-14 13:56:00,YYYY,MM,DD,HH,Mon,16400,동면,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14 15:21:00,YYYY,MM,DD,HH,Mon,28500,소양동,,,,,2,1,,2,,,,1,,,,,,,,,,,,,
2019-10-16 11:09:00,YYYY,MM,DD,HH,Wed,22800,후평 2동,1,1,,1,,,,,,,,1,,,,,,,,,,1,,,
2019-10-16 11:12:00,YYYY,MM,DD,HH,Wed,28900,동면,3,1,,,1,,,,,,,,,1,,,,,,,,,,,
2019-10-16 11:48:00,YYYY,MM,DD,HH,Wed,15500,동면,,,,,,,,1,,,,1,,,,,,,,,,1,,,
2019-10-16 12:15:00,YYYY,MM,DD,HH,Wed,22000,후평 1동,,,,,,,5,,,,,,,,1,,,,,,,,,,
2019-10-16 13:03:00,YYYY,MM,DD,HH,Wed,23300,퇴계동,1,,,,1,,1,,,,,,,1,,,,1,,,,,,,
2019-10-16 14:31:00,YYYY,MM,DD,HH,Wed,20300,후평 2동,1,,,,,,,1,,,,1,,,,,,,,,,1,,,
2019-10-16 15:01:00,YYYY,MM,DD,HH,Wed,15600,소양동,2,,,,,,,,,,,,,,,,,1,,,,,,,
2019-10-17 11:47:00,YYYY,MM,DD,HH,Thur,14800,후평 1동,1,,,1,,,,1,,,,,,,,,,,,,,,,,
2019-10-17 12:35:00,YYYY,MM,DD,HH,Thur,14800,조운동,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2019-10-17 12:48:00,YYYY,MM,DD,HH,Thur,15800,후평 1동,1,,,,,,,1,,,,,,,,,,,1,,,,,,
2019-10-17 12:49:00,YYYY,MM,DD,HH,Thur,15300,효자 3동,1,1,,,,,,,,,,,,,2,,,,,,,,,,
2019-10-17 13:05:00,YYYY,MM,DD,HH,Thur,18300,신사우동,1,1,,,,,2,,,,,,,,,,,,,,,,,,
2019-10-17 13:16:00,YYYY,MM,DD,HH,Thur,24800,후평 1동,1,1,,1,1,1,,,,,,,,,1,,,,,,,,,,
2019-10-17 13:50:00,YYYY,MM,DD,HH,Thur,32300,소양동,1,1,1,1,1,,1,,,,,,,,,,,,,,,2,,,
2019-10-17 14:45:00,YYYY,MM,DD,HH,Thur,16300,후평 3동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2019-10-17 15:41:00,YYYY,MM,DD,HH,Thur,18600,근화동,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-17 16:00:00,YYYY,MM,DD,HH,Thur,15800,동면,1,,,,,,,,,,,,,,,,,,,,,2,,,
2019-10-18 11:43:00,YYYY,MM,DD,HH,Fri,51900,퇴계동,8,,,,,,,1,,,,1,,,1,,,,,,,,,,
2019-10-18 12:08:00,YYYY,MM,DD,HH,Fri,17000,동면,,,,2,,,1,,,,,,,,,,,,,,,1,,,
2019-10-18 13:57:00,YYYY,MM,DD,HH,Fri,15300,후평 1동,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
2019-10-19 11:09:00,YYYY,MM,DD,HH,Sat,15000,조운동,,1,1,,1,,1,,,,,,,,,,,,,,,,,,
2019-10-19 11:13:00,YYYY,MM,DD,HH,Sat,29000,석사동,,,,1,,,2,1,,,,,,,,,,2,,,,,,,
2019-10-19 11:17:00,YYYY,MM,DD,HH,Sat,29100,퇴계동,2,1,,2,,,2,,,,,,,,,,,,,,,,,,
2019-10-19 11:24:00,YYYY,MM,DD,HH,Sat,16300,후평 2동,1,1,1,,,,,,,,,1,,,,,,,,,,,,,
2019-10-19 11:45:00,YYYY,MM,DD,HH,Sat,18000,효자 3동,,,,1,1,1,,,,,,,,,,,,1,,,,,,,
2019-10-19 11:55:00,YYYY,MM,DD,HH,Sat,15800,소양동,1,,,,2,,,,,,,,,,,,,,,,,,,,
2019-10-19 12:00:00,YYYY,MM,DD,HH,Sat,18300,동면,1,,1,,,,1,,,,,,,,1,,,1,,,,,,,
2019-10-19 12:49:00,YYYY,MM,DD,HH,Sat,14800,소양동,1,1,,,,,,,,,,,,,,,,,,,1,,,,
2019-10-19 14:45:00,YYYY,MM,DD,HH,Sat,14800,효자 2동,1,,,,,1,,,,,,,,,,,,1,,,,,,,
2019-10-19 15:56:00,YYYY,MM,DD,HH,Sat,15800,신사우동,1,,,1,,,,,,,,1,,,,,,,,,,,,,
2019-10-19 16:20:00,YYYY,MM,DD,HH,Sat,15100,후평 2동,1,,,,,,,1,,,1,,,,,,,,,,,,,,
2019-10-20 11:05:00,YYYY,MM,DD,HH,Sun,14800,퇴계동,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2019-10-20 11:18:00,YYYY,MM,DD,HH,Sun,18600,후평 2동,2,,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-20 11:25:00,YYYY,MM,DD,HH,Sun,19800,효자 1동,1,,,2,,,1,,,,,,,,1,,,,,,,,,,
2019-10-20 11:34:00,YYYY,MM,DD,HH,Sun,28100,동면,2,1,1,1,1,,1,,,,,,,,,,,,,,,,,,
2019-10-20 11:58:00,YYYY,MM,DD,HH,Sun,16300,신사우동,1,1,1,,,,1,,,,,,,,,,,,,,,,,,
2019-10-20 12:03:00,YYYY,MM,DD,HH,Sun,17300,후평 2동,1,1,,2,,,,,,,,,,,,,,,,,,,,,
2019-10-20 12:49:00,YYYY,MM,DD,HH,Sun,14300,석사동,1,,,,,,1,,,,,,,,,,,1,,,,,,,
2019-10-20 12:52:00,YYYY,MM,DD,HH,Sun,16400,효자 3동,3,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20 12:55:00,YYYY,MM,DD,HH,Sun,35200,석사동,4,,,2,,,2,,,,,,,,,,,,,,,,,,
