datetime,year,month,day,hour,day of week,total,place,angbutter,plain bread,jam,croissant,tiramisu croissant,cacao deep,pain au chocolat,almond croissant,croque monsieur,mad garlic,gateau chocolat,pandoro,cheese cake,orange pound,wiener,tiramisu,merinque cookies,americano,caffe latte,milk tea,lemon ade,vanila latte,berry ade,food items,drinks
2020-02-28 12:28:00,YYYY,MM,DD,HH,Fri,51100,후평 1동,2,,,,,,,,,,,,,2,,,1,1,,,,4,1,,
2020-02-28 12:57:00,YYYY,MM,DD,HH,Fri,19600,후평 2동,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-02-28 13:26:00,YYYY,MM,DD,HH,Fri,18000,후평 2동,,,,2,,,,2,,,,,,,,,,,,,,,,,
2020-02-28 13:36:00,YYYY,MM,DD,HH,Fri,16100,후평 1동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-02-28 15:50:00,YYYY,MM,DD,HH,Fri,17800,후평 3동,1,,,,,,,,,,,,,,1,,1,,,1,,,,,
2020-02-28 16:33:00,YYYY,MM,DD,HH,Fri,15600,동면,1,,,,,,,,,,1,,1,,,,,,,,,,,,
2020-02-28 16:58:00,YYYY,MM,DD,HH,Fri,20600,후평 1동,2,,,,,,,,,,,,,2,,,,,,,,,,,
2020-02-29 11:03:00,YYYY,MM,DD,HH,Sat,20600,후평 2동,2,,,,1,,,,,,,,,1,,,,,,,,,,,
2020-02-29 11:09:00,YYYY,MM,DD,HH,Sat,17300,후평 2동,1,,,,,,1,,,,,,,,1,,,,,1,,,,,
2020-02-29 11:14:00,YYYY,MM,DD,HH,Sat,16100,후평 1동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-02-29 11:35:00,YYYY,MM,DD,HH,Sat,16300,퇴계동,1,,,,,,,,,,,1,,,,,,1,,,,,,,
2020-02-29 12:44:00,YYYY,MM,DD,HH,Sat,23600,후평 2동,2,,,,,,,,,,,,,,,,,3,,,,,,,
2020-02-29 12:48:00,YYYY,MM,DD,HH,Sat,19000,후평 3동,,1,,,,,,1,,,,,,,,,,,1,,,1,,,
2020-02-29 12:49:00,YYYY,MM,DD,HH,Sat,18500,효자 1동,,1,,,,1,,1,,,,1,,,,,,,,,,,,,
2020-02-29 12:52:00,YYYY,MM,DD,HH,Sat,21300,후평 3동,2,1,,1,,,1,,,,,,,,,,,,,,,,,,
2020-02-29 12:54:00,YYYY,MM,DD,HH,Sat,21800,동면,1,2,,1,1,,,,,,,,,,,,,,,,,,,,
2020-02-29 14:23:00,YYYY,MM,DD,HH,Sat,22800,동면,2,,1,1,,,1,,,,,,,,,,,,,,,,,,
2020-02-29 14:25:00,YYYY,MM,DD,HH,Sat,15300,후평 3동,1,,,,,1,,,,,,1,,,,,,,,,,,,,
2020-02-29 14:55:00,YYYY,MM,DD,HH,Sat,18000,교동,,1,,,,,1,,,,,1,,,,,,,,1,,,,,
2020-02-29 15:34:00,YYYY,MM,DD,HH,Sat,19300,후평 2동,1,,,,,,,1,,,,,,,,,,2,,,,,,,
2020-02-29 16:31:00,YYYY,MM,DD,HH,Sat,23600,후평 3동,1,,,,,,,,,,1,,1,,,,,2,,,,,,,
2020-03-01 11:06:00,YYYY,MM,DD,HH,Sun,34100,동면,2,,,,1,,,,,,,,,2,,,,,,1,,1,,,
2020-03-01 11:06:00,YYYY,MM,DD,HH,Sun,29800,동면,1,1,,1,,,,,,,,,,,1,,,,3,,,,,,
2020-03-01 11:14:00,YYYY,MM,DD,HH,Sun,23800,동면,1,,,,1,,,1,,,,,,,,,,2,,,,,,,
2020-03-01 11:18:00,YYYY,MM,DD,HH,Sun,21100,석사동,2,,,,,,,,,,,,,,,,,1,1,,,,,,
2020-03-01 11:26:00,YYYY,MM,DD,HH,Sun,14000,소양동,,1,,,,1,,,,,,,,1,,,,,,,,,,,
2020-03-01 11:47:00,YYYY,MM,DD,HH,Sun,41800,효자 2동,1,,,,2,2,,,,,,1,,1,,,,,,,,1,1,,
2020-03-01 12:13:00,YYYY,MM,DD,HH,Sun,14800,후평 2동,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-01 12:19:00,YYYY,MM,DD,HH,Sun,20800,효자 3동,1,1,1,,,,,1,,,,1,,,,,,,,,,,,,
2020-03-01 12:45:00,YYYY,MM,DD,HH,Sun,22300,후평 1동,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,
2020-03-01 13:10:00,YYYY,MM,DD,HH,Sun,33400,퇴계동,3,,,,,,2,,,,,,,2,,,,,,,,,,,
2020-03-01 13:23:00,YYYY,MM,DD,HH,Sun,16300,신사우동,1,1,,,,1,,,,,,,,,,,,,,,,,,,
2020-03-01 13:32:00,YYYY,MM,DD,HH,Sun,24800,석사동,1,1,,,1,,,,,,,1,,1,,,,,,,,,,,
2020-03-01 14:17:00,YYYY,MM,DD,HH,Sun,20800,동면,1,,,,,,,,,,,,1,,,,,,,,,2,,,
2020-03-01 14:19:00,YYYY,MM,DD,HH,Sun,23500,후평 1동,,1,,,1,,,,,,,,,1,,,,,1,,,1,,,
2020-03-01 14:27:00,YYYY,MM,DD,HH,Sun,27300,후평 3동,1,,,1,,,,,,,,,1,,,,1,2,,,,,,,
2020-03-01 14:57:00,YYYY,MM,DD,HH,Sun,14500,후평 2동,,,,,1,,,,,,,,,,,,,2,,,,,,,
2020-03-01 15:16:00,YYYY,MM,DD,HH,Sun,20300,효자 1동,1,,,1,,,,,,,1,,,1,1,,,,,,,,,,
2020-03-02 12:26:00,YYYY,MM,DD,HH,Mon,31400,동면,3,3,,,,,,,,,,1,,,,,,,,,,,,,
2020-03-02 12:28:00,YYYY,MM,DD,HH,Mon,14800,효자 2동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-02 12:51:00,YYYY,MM,DD,HH,Mon,27800,석사동,2,2,,,,,,,,,,,,1,,,,,,1,,,,,
2020-03-02 13:00:00,YYYY,MM,DD,HH,Mon,15800,석사동,1,1,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-02 13:00:00,YYYY,MM,DD,HH,Mon,18300,동면,1,1,,,1,,1,,,,,,,,,,,,,,,,,,
2020-03-02 13:00:00,YYYY,MM,DD,HH,Mon,20000,신사우동,,1,,,2,,1,,,,,,,,,,,,,,,,,,
2020-03-02 13:32:00,YYYY,MM,DD,HH,Mon,33600,퇴계동,2,2,,4,,,,,,,,,,,,,,,,,,,,,
2020-03-02 13:41:00,YYYY,MM,DD,HH,Mon,20300,소양동,1,1,2,2,,,,,,,,,,,,,,,,,,,,,
2020-03-02 14:00:00,YYYY,MM,DD,HH,Mon,15300,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2020-03-02 14:02:00,YYYY,MM,DD,HH,Mon,21600,석사동,2,,,,2,,,,,,,,,,,,,,,,,,,,
2020-03-02 14:35:00,YYYY,MM,DD,HH,Mon,19000,석사동,,,,1,,,1,,,,,1,,,,,,,1,,,,,,
2020-03-02 16:40:00,YYYY,MM,DD,HH,Mon,16300,후평 2동,1,,,,,,,,,,,,1,1,,,,,,,,,,,
2020-03-02 17:05:00,YYYY,MM,DD,HH,Mon,18800,퇴계동,,,,,,,,,,,1,,1,,1,,,,,,1,,,,
2020-03-05 11:03:00,YYYY,MM,DD,HH,Thur,14800,동면,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-05 11:36:00,YYYY,MM,DD,HH,Thur,37100,동면,3,1,,,2,,,,,,,1,,,,,,,1,,,,,,
2020-03-05 11:39:00,YYYY,MM,DD,HH,Thur,15500,석사동,,,,,1,2,,,,,,,,,,,,,,,,,,,
2020-03-05 12:00:00,YYYY,MM,DD,HH,Thur,20500,후평 2동,,2,2,,,,,,,,,,,,,,,1,,,,1,,,
2020-03-05 12:00:00,YYYY,MM,DD,HH,Thur,24300,소양동,1,2,,2,,,1,,,,,,,,,,,,,,,,,,
2020-03-05 12:11:00,YYYY,MM,DD,HH,Thur,17800,동면,1,1,,,,,1,,,,,,,,,,,1,,,,,,,
2020-03-05 12:17:00,YYYY,MM,DD,HH,Thur,14800,후평 1동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-05 12:28:00,YYYY,MM,DD,HH,Thur,18000,동면,,1,,,1,,1,1,,,,,,,,,,,,,,,,,
2020-03-05 13:33:00,YYYY,MM,DD,HH,Thur,17600,신사우동,2,,,,,,,,,,,,,,,,,1,,,,,,,
2020-03-05 13:36:00,YYYY,MM,DD,HH,Thur,25700,소양동,4,,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-05 13:39:00,YYYY,MM,DD,HH,Thur,18500,후평 1동,,1,,,1,,,1,,,,,,,,,,1,,,,,,,
2020-03-05 13:40:00,YYYY,MM,DD,HH,Thur,16400,소양동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05 13:46:00,YYYY,MM,DD,HH,Thur,16300,후평 3동,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2020-03-05 13:48:00,YYYY,MM,DD,HH,Thur,27800,동면,1,,,,1,,1,,,,,,,,,,,1,1,,,,1,,
2020-03-05 14:20:00,YYYY,MM,DD,HH,Thur,15600,교동,2,,,,,,,,,,,,,,,,,1,,,,,,,
2020-03-05 14:26:00,YYYY,MM,DD,HH,Thur,14300,후평 3동,1,,,1,,1,,,,,,,,,,,,,,,,,,,
2020-03-05 14:49:00,YYYY,MM,DD,HH,Thur,20800,퇴계동,1,,,,,1,,,,,,,,1,,,,,1,,,,,,
2020-03-05 14:50:00,YYYY,MM,DD,HH,Thur,17400,퇴계동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05 15:03:00,YYYY,MM,DD,HH,Thur,17300,후평 2동,1,,,1,,,,,,,,,,,1,,,,1,,,,,,
2020-03-05 15:26:00,YYYY,MM,DD,HH,Thur,15100,후평 2동,2,,,1,,,,,,,,,,,,,,,,,,,,,
2020-03-05 15:29:00,YYYY,MM,DD,HH,Thur,15300,교동,1,,,,,1,,,,,,,,1,,,,,,,,,,,
2020-03-05 15:56:00,YYYY,MM,DD,HH,Thur,20600,동면,2,,,,,,,,,,,,,2,,,,,,,,,,,
2020-03-06 11:07:00,YYYY,MM,DD,HH,Fri,19800,석사동,1,1,,,,1,,,,,,,,,,,,,1,,,,,,
2020-03-06 11:53:00,YYYY,MM,DD,HH,Fri,17500,후평 2동,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
2020-03-06 12:02:00,YYYY,MM,DD,HH,Fri,16800,석사동,1,,,,1,,,,,,,,,1,,,,,,,,,,,
2020-03-06 12:15:00,YYYY,MM,DD,HH,Fri,18500,퇴계동,,1,,,,1,1,,,,,,,,,,,,,,,1,,,
2020-03-06 12:21:00,YYYY,MM,DD,HH,Fri,16300,소양동,1,,,,,,,,,,,,1,,,,,,,1,,,,,
2020-03-06 12:22:00,YYYY,MM,DD,HH,Fri,22800,후평 1동,1,1,,1,,,,,,,,,,,,,,,1,,,1,,,
2020-03-06 12:22:00,YYYY,MM,DD,HH,Fri,14800,후평 2동,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-06 12:24:00,YYYY,MM,DD,HH,Fri,25600,후평 3동,2,2,,1,,,1,,,,,,,,,,,,,,,,,,
2020-03-06 12:27:00,YYYY,MM,DD,HH,Fri,18300,후평 3동,1,1,,1,,,,,,,,,,,,,,,,,1,,,,
2020-03-06 13:12:00,YYYY,MM,DD,HH,Fri,27000,동면,,1,5,4,,,,,,,,,,,,,,,,,,,,,
2020-03-06 13:21:00,YYYY,MM,DD,HH,Fri,20600,후평 3동,2,,,,,,,,,,,,,,,,,,,1,,1,,,
2020-03-06 13:24:00,YYYY,MM,DD,HH,Fri,21100,퇴계동,2,,,,,,,,,,,,,1,,,,1,,,,,,,
2020-03-06 13:44:00,YYYY,MM,DD,HH,Fri,15800,후평 1동,1,,,,1,,,,,,,,,,,,,,,,,1,,,
2020-03-06 14:00:00,YYYY,MM,DD,HH,Fri,15800,석사동,1,1,,,,,,,,,,1,,,,,,,,,,,,,
2020-03-06 14:05:00,YYYY,MM,DD,HH,Fri,16300,후평 2동,1,,,,,,,,,,,,1,,,,,,1,,,,,,
2020-03-06 14:34:00,YYYY,MM,DD,HH,Fri,18800,소양동,1,,,1,,,,,,,,1,,,,,,1,,,,,,,
2020-03-07 11:16:00,YYYY,MM,DD,HH,Sat,14800,효자 2동,1,,,,,,1,,,,,,,1,,,,,,,,,,,
2020-03-07 11:29:00,YYYY,MM,DD,HH,Sat,20800,동면,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,
2020-03-07 12:00:00,YYYY,MM,DD,HH,Sat,19300,퇴계동,1,2,,,,,,,,,,1,,,,,,,,,,,,,
2020-03-07 12:02:00,YYYY,MM,DD,HH,Sat,17300,동내면,1,1,1,,1,,,,,,,,,,,,,,,,,,,,
2020-03-07 12:39:00,YYYY,MM,DD,HH,Sat,17500,동면,,1,,,,1,1,,,,,,,,,,,,1,,,,,,
2020-03-07 12:58:00,YYYY,MM,DD,HH,Sat,23000,석사동,,1,,1,1,1,,,,,,1,,,,,,,,,,,,,
2020-03-07 12:59:00,YYYY,MM,DD,HH,Sat,18300,후평 2동,1,2,,,,,,,,,,1,,,,,,,,,,,,,
2020-03-07 12:59:00,YYYY,MM,DD,HH,Sat,14800,동면,1,1,,,,,,,,,,,,,,,,,1,,,,,,
2020-03-07 13:07:00,YYYY,MM,DD,HH,Sat,19500,후평 2동,,,,,,1,,,,,,1,,,,,,,2,,,,,,
2020-03-07 13:17:00,YYYY,MM,DD,HH,Sat,15500,후평 1동,,,,,,,,,,,,,,1,,,,,1,,,1,,,
2020-03-07 13:20:00,YYYY,MM,DD,HH,Sat,19600,후평 2동,2,,,,,,,,,,,,,,,,,2,,,,,,,
2020-03-07 13:53:00,YYYY,MM,DD,HH,Sat,28100,후평 3동,1,,,,,,,,,,1,1,,,,,,1,,1,,,1,,
2020-03-07 14:20:00,YYYY,MM,DD,HH,Sat,19800,후평 2동,1,,,,1,1,,,,,,,,,,,,,,,,1,,,
2020-03-07 14:40:00,YYYY,MM,DD,HH,Sat,14000,효자 2동,,,,1,1,,,,,,,,,,,,,1,,,,,,,
2020-03-07 14:54:00,YYYY,MM,DD,HH,Sat,15600,약사명동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07 14:56:00,YYYY,MM,DD,HH,Sat,16800,퇴계동,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-08 11:09:00,YYYY,MM,DD,HH,Sun,14800,효자 2동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-08 11:19:00,YYYY,MM,DD,HH,Sun,19000,후평 2동,,1,1,1,,1,,,,,,,,,,,,,,1,,,,,
2020-03-08 11:38:00,YYYY,MM,DD,HH,Sun,16800,후평 2동,1,1,1,,,,,,,,,,1,,,,,,,,,,,,
2020-03-08 12:03:00,YYYY,MM,DD,HH,Sun,29100,신사우동,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,
2020-03-08 12:03:00,YYYY,MM,DD,HH,Sun,19600,후평 2동,2,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-08 12:13:00,YYYY,MM,DD,HH,Sun,15000,후평 2동,,1,,,,,,,,,,1,1,,,,,,,,,,,,
2020-03-08 12:28:00,YYYY,MM,DD,HH,Sun,32800,동면,1,,,1,1,,,,,,,,,,,,,1,,,1,1,,,
2020-03-08 12:50:00,YYYY,MM,DD,HH,Sun,14300,효자 1동,1,1,,,,1,,,,,,,,,,,,,,,,,,,
2020-03-08 12:52:00,YYYY,MM,DD,HH,Sun,21300,동면,1,1,,,,1,,,,,,,,,1,,,,,1,,,,,
2020-03-08 13:26:00,YYYY,MM,DD,HH,Sun,20300,강남동,1,,,1,,,,,,,,,,1,,,,,1,,,,,,
2020-03-08 13:34:00,YYYY,MM,DD,HH,Sun,18000,신사우동,,,,,,,,2,,,,,,,2,,,,,,,,,,
2020-03-08 13:44:00,YYYY,MM,DD,HH,Sun,19600,교동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-08 13:48:00,YYYY,MM,DD,HH,Sun,18500,효자 1동,,,,,1,,2,,,,,,1,,,,,,,,,,,,
2020-03-08 14:07:00,YYYY,MM,DD,HH,Sun,22300,효자 1동,1,1,,,,,1,,,,,,,1,,,,1,,,,,,,
2020-03-08 15:18:00,YYYY,MM,DD,HH,Sun,25400,효자 2동,3,,,,,,,1,,,,,,,,,,,,,,1,,,
2020-03-08 15:23:00,YYYY,MM,DD,HH,Sun,16100,동면,2,,,,,,,,,,,,,,,,,,,,,1,,,
2020-03-08 15:35:00,YYYY,MM,DD,HH,Sun,18300,동면,1,2,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-08 16:19:00,YYYY,MM,DD,HH,Sun,14800,약사명동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09 11:23:00,YYYY,MM,DD,HH,Mon,21300,후평 2동,1,1,,,,,2,,,,,,,,,,,1,,,,,,,
2020-03-09 11:42:00,YYYY,MM,DD,HH,Mon,14800,후평 1동,1,,,1,1,,,,,,,,,,,,,,,,,,,,
2020-03-09 12:16:00,YYYY,MM,DD,HH,Mon,20500,퇴계동,1,,,,,,,,,,,,,2,,,,,,,,1,,,
2020-03-09 12:24:00,YYYY,MM,DD,HH,Mon,16000,후평 3동,,1,1,,1,,,,,,,,,,,,,,,,,1,,,
2020-03-09 12:47:00,YYYY,MM,DD,HH,Mon,15600,동면,2,,,,,,,,,,,,,,,,,1,,,,,,,
2020-03-09 12:50:00,YYYY,MM,DD,HH,Mon,19000,동면,,1,,,1,,,,,,,2,,,,,,,,,,,,,
2020-03-09 13:20:00,YYYY,MM,DD,HH,Mon,18800,후평 3동,1,1,,,,1,,,,,,1,,,,,,,,,,,,,
2020-03-09 14:05:00,YYYY,MM,DD,HH,Mon,18000,소양동,,1,,,2,,1,,,,,,,,,,,,,,,,,,
2020-03-11 11:10:00,YYYY,MM,DD,HH,Wed,28600,동면,2,1,,,,,,,,,,1,,,,,,,1,,,1,,,
2020-03-11 11:24:00,YYYY,MM,DD,HH,Wed,24300,동면,1,1,,1,,,1,,,,,,,,1,,,,,1,,,,,
2020-03-11 11:51:00,YYYY,MM,DD,HH,Wed,16000,퇴계동,1,,,,1,,,1,,,,,,,,,,,,,,,,,
2020-03-11 11:57:00,YYYY,MM,DD,HH,Wed,27100,동면,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,
2020-03-11 12:05:00,YYYY,MM,DD,HH,Wed,26100,근화동,3,1,1,,,,,,,,,1,,,,,,,,,,,,,
2020-03-11 13:03:00,YYYY,MM,DD,HH,Wed,16100,동면,2,,,,,,,,,,,,,,,,,,,,,,1,,
2020-03-11 13:14:00,YYYY,MM,DD,HH,Wed,22100,약사명동,2,2,,1,,,,,,,,,,,,,,,,,,,,,
2020-03-11 13:17:00,YYYY,MM,DD,HH,Wed,25300,근화동,1,1,,3,,,1,,,,,,,,,,,,,,,,,,
2020-03-11 13:21:00,YYYY,MM,DD,HH,Wed,19000,후평 3동,,,,,,,1,,,,,3,,,,,,,,,,,,,
2020-03-12 11:03:00,YYYY,MM,DD,HH,Thur,22800,강남동,1,,,1,,,2,,,,,,,,,,,,1,,,,,,
2020-03-12 11:20:00,YYYY,MM,DD,HH,Thur,34100,퇴계동,2,1,,,2,,,,,,,1,,1,,,,,,,,,,,
2020-03-12 11:31:00,YYYY,MM,DD,HH,Thur,18000,동면,,1,,,1,,1,,,,,,,1,,,,,,,,,,,
2020-03-12 11:42:00,YYYY,MM,DD,HH,Thur,27800,소양동,1,1,,,,,,,,,,,,1,,,,1,,,,2,,,
2020-03-12 11:45:00,YYYY,MM,DD,HH,Thur,17300,소양동,1,1,,1,,,1,,,,,,,,,,,,,,,,,,
2020-03-12 12:23:00,YYYY,MM,DD,HH,Thur,20800,조운동,1,,,1,,,1,,,,,,,,1,,,,1,,,,,,
2020-03-12 13:34:00,YYYY,MM,DD,HH,Thur,25100,석사동,2,1,,,2,,,,,,,,,,,,,,,,,,,,
2020-03-12 13:56:00,YYYY,MM,DD,HH,Thur,47000,후평 1동,7,2,1,,,,,,,,,,,1,,,,,,,,,,,
2020-03-12 14:32:00,YYYY,MM,DD,HH,Thur,16100,석사동,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2020-03-12 15:17:00,YYYY,MM,DD,HH,Thur,22800,동면,1,,,,1,,,,,,,,,1,1,,,,1,,,,,,
2020-03-13 11:46:00,YYYY,MM,DD,HH,Fri,23800,석사동,1,,,1,1,,1,,,,,,,1,,,,,,,,,,,
2020-03-13 12:14:00,YYYY,MM,DD,HH,Fri,21600,동내면,2,,,,2,,,,,,,,,,,,,,,,,,,,
2020-03-13 12:25:00,YYYY,MM,DD,HH,Fri,14800,동면,1,,,,,,1,,,,,,,,,,,,,1,,,,,
2020-03-13 12:30:00,YYYY,MM,DD,HH,Fri,14800,후평 3동,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-13 12:35:00,YYYY,MM,DD,HH,Fri,18800,후평 1동,,1,,,1,,,,,,1,,1,,,,,,,,,,,,
2020-03-13 12:37:00,YYYY,MM,DD,HH,Fri,25100,석사동,2,,,1,1,,,,,,,,,1,,,,,,,,,,,
2020-03-13 13:43:00,YYYY,MM,DD,HH,Fri,15300,소양동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-13 13:48:00,YYYY,MM,DD,HH,Fri,15300,후평 3동,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2020-03-13 14:37:00,YYYY,MM,DD,HH,Fri,22800,퇴계동,1,,,3,,,,,,,,,,1,,,,,,,,,,,
2020-03-13 15:49:00,YYYY,MM,DD,HH,Fri,15100,동면,1,,,,,,,,,,1,,,,,,,,,,,1,,,
2020-03-13 15:58:00,YYYY,MM,DD,HH,Fri,19600,조운동,2,,,1,,,,,,,,,,1,,,,,,,,,,,
2020-03-13 16:25:00,YYYY,MM,DD,HH,Fri,17100,근화동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-14 11:03:00,YYYY,MM,DD,HH,Sat,15100,동면,1,,,,1,,,,,,1,,,,,,,,,,,,,,
2020-03-14 11:11:00,YYYY,MM,DD,HH,Sat,28300,석사동,1,,,,2,,,,,,,2,,,1,,,,,,,,,,
2020-03-14 11:29:00,YYYY,MM,DD,HH,Sat,15300,후평 2동,1,,,,,,1,,,,,,,,2,,,,,,,,,,
2020-03-14 11:45:00,YYYY,MM,DD,HH,Sat,18000,퇴계동,1,,,,,1,,,,,,1,,,1,,,,,,,,,,
2020-03-14 12:22:00,YYYY,MM,DD,HH,Sat,19000,퇴계동,,2,,,1,,,1,,,,,,,,,,,,,,,,,
2020-03-14 12:57:00,YYYY,MM,DD,HH,Sat,17500,동면,,1,,,1,1,1,,,,,,,,,,,,,,,,,,
2020-03-14 13:05:00,YYYY,MM,DD,HH,Sat,14500,후평 2동,,1,,,,,,,,,,,,1,,,,,1,,,,,,
2020-03-14 13:49:00,YYYY,MM,DD,HH,Sat,15800,후평 1동,1,1,1,,,,,,,,,,,,,,,1,,,,,,,
2020-03-14 13:52:00,YYYY,MM,DD,HH,Sat,21800,후평 2동,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,
2020-03-14 14:11:00,YYYY,MM,DD,HH,Sat,15300,효자 3동,1,,,,,,,,,,,,,,,,,1,,,,,1,,
2020-03-14 14:36:00,YYYY,MM,DD,HH,Sat,16100,후평 3동,2,,,,,,,,,,,,,1,,,,,,,,,,,
2020-03-14 14:47:00,YYYY,MM,DD,HH,Sat,15800,동면,1,,,,,,,,,,,,,2,,,,,,,,,,,
2020-03-15 11:13:00,YYYY,MM,DD,HH,Sun,19300,효자 1동,1,1,,,1,,,,,,,,,1,,,,,,,,,,,
2020-03-15 11:19:00,YYYY,MM,DD,HH,Sun,14300,효자 1동,1,,,,,1,1,,,,,,,,,,,,,,,,,,
2020-03-15 11:40:00,YYYY,MM,DD,HH,Sun,18600,후평 2동,1,,,,,,1,,,,1,1,,,,,,,,,,,,,
2020-03-15 12:03:00,YYYY,MM,DD,HH,Sun,20500,동면,,2,,2,1,,,,,,,,,,,,,,,,,,,,
2020-03-15 12:35:00,YYYY,MM,DD,HH,Sun,15600,효자 2동,2,,,,,1,,,,,,,,,,,,,,,,,,,
2020-03-15 13:02:00,YYYY,MM,DD,HH,Sun,15000,후평 2동,,,,,1,1,,,,,,,,,,,,,,1,,,,,
2020-03-15 13:44:00,YYYY,MM,DD,HH,Sun,14800,동면,1,1,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-15 13:45:00,YYYY,MM,DD,HH,Sun,28000,후평 1동,,,,1,,,,,,,,1,,,,,,,1,3,,,,,
2020-03-15 14:05:00,YYYY,MM,DD,HH,Sun,15000,후평 2동,,,,,1,1,,,,,,,,,,,,,,1,,,,,
2020-03-15 14:07:00,YYYY,MM,DD,HH,Sun,25000,소양동,,1,,1,,,2,2,,,,,,,,,,,,,,,,,
2020-03-15 14:09:00,YYYY,MM,DD,HH,Sun,21800,후평 3동,1,1,,,,,1,,,,,,,,,,,2,,,,,,,
2020-03-15 14:15:00,YYYY,MM,DD,HH,Sun,19400,후평 2동,1,,,,,1,,,,,1,,,,,,,,,,,,,,
2020-03-15 14:18:00,YYYY,MM,DD,HH,Sun,16000,후평 2동,,1,,1,1,,,,,,,,,,1,,,,,,,,,,
2020-03-15 14:27:00,YYYY,MM,DD,HH,Sun,16400,교동,3,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16 11:11:00,YYYY,MM,DD,HH,Mon,19300,동내면,1,,,1,1,,1,,,,,,,,,,,,,,,,,,
2020-03-16 11:56:00,YYYY,MM,DD,HH,Mon,22600,동면,3,1,,1,,,,,,,,,,,,,,,,,,,,,
2020-03-16 11:59:00,YYYY,MM,DD,HH,Mon,26800,동면,2,2,,,1,,,,,,,,,,,,,,,,,1,,,
2020-03-16 12:32:00,YYYY,MM,DD,HH,Mon,15300,근화동,2,1,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16 12:46:00,YYYY,MM,DD,HH,Mon,26800,퇴계동,1,1,,2,,,,,,,,,,,,,,1,1,,,,,,
2020-03-16 12:58:00,YYYY,MM,DD,HH,Mon,23100,후평 2동,2,2,,,1,,,,,,,,,,,,,,,,,,,,
2020-03-16 13:19:00,YYYY,MM,DD,HH,Mon,15300,동면,1,,,,1,,,,,,,,,,,,,1,,,,,,,
2020-03-16 13:23:00,YYYY,MM,DD,HH,Mon,20800,소양동,1,1,,3,,,,,,,,,,,,,,,,,,,,,
2020-03-16 13:29:00,YYYY,MM,DD,HH,Mon,14800,후평 2동,1,,,,,,1,,,,,,,,,,,,,,,1,,,
2020-03-16 13:45:00,YYYY,MM,DD,HH,Mon,17000,동면,,1,,1,1,,1,,,,,,,,,,,,,,,,,,
2020-03-16 14:05:00,YYYY,MM,DD,HH,Mon,34900,후평 1동,3,2,,,1,,2,,,,,,,,,,,,,,,,,,
2020-03-16 16:13:00,YYYY,MM,DD,HH,Mon,26800,신사우동,1,,,,,,,,,,,,,,,,,,,,,4,,,
2020-03-18 11:10:00,YYYY,MM,DD,HH,Wed,24000,효자 1동,,3,,2,1,,,,,,,,,,,,,,,,,,,,
2020-03-18 11:32:00,YYYY,MM,DD,HH,Wed,20100,후평 1동,2,,,,,,,,,,,,,1,,,,1,,,,,,,
2020-03-18 11:43:00,YYYY,MM,DD,HH,Wed,30500,신사우동,,,,,,,1,2,,,,,,,2,,,,,1,,1,,,
2020-03-18 12:08:00,YYYY,MM,DD,HH,Wed,14000,동면,,1,1,,,,,,,,,,,1,1,,,,,,,,,,
2020-03-18 12:10:00,YYYY,MM,DD,HH,Wed,15800,석사동,1,,,,1,,1,,,,,,,,,,,,,,,,,,
